alpha,beta,mach,CLq [1/rad]
-0.017453292519943295,-0.017453292519943295,0.5,-115.70207532918906
-0.017453292519943295,0.0,0.5,205.23263731381198
-0.017453292519943295,0.017453292519943295,0.5,-115.70207532918906
-0.017453292519943295,0.03490658503988659,0.5,-68.6857372360025
0.0,-0.03490658503988659,0.5,21.4419
0.0,-0.017453292519943295,0.5,20.3207
0.0,0.0,0.5,210.1061
0.0,0.017453292519943295,0.5,20.3208
0.0,0.03490658503988659,0.5,21.4419
0.017453292519943295,-0.03490658503988659,0.5,111.56290584078062
0.017453292519943295,-0.017453292519943295,0.5,156.33738543188753
0.017453292519943295,0.0,0.5,214.01439960514008
0.017453292519943295,0.017453292519943295,0.5,156.33738543188753
0.017453292519943295,0.03490658503988659,0.5,111.56300582555014
0.03490658503988659,-0.03490658503988659,0.5,155.49192078617196
0.03490658503988659,-0.017453292519943295,0.5,189.40624850106497
0.03490658503988659,0.0,0.5,216.79915131332757
0.03490658503988659,0.017453292519943295,0.5,189.40614856198226
0.03490658503988659,0.03490658503988659,0.5,155.49192078617196
-0.03490658503988659,-0.03490658503988659,0.75,-106.85007014891202
-0.03490658503988659,-0.017453292519943295,0.75,-144.04040099477362
-0.03490658503988659,0.0,0.75,199.87776564748833
-0.03490658503988659,0.017453292519943295,0.75,-144.04040099477362
-0.03490658503988659,0.03490658503988659,0.75,-106.85007014891202
-0.017453292519943295,-0.03490658503988659,0.75,-63.65770314660003
-0.017453292519943295,-0.017453292519943295,0.75,-110.91520450385832
-0.017453292519943295,0.0,0.75,203.65787719394066
-0.017453292519943295,0.017453292519943295,0.75,-110.91520450385832
-0.017453292519943295,0.03490658503988659,0.75,-63.65770314660003
0.0,-0.03490658503988659,0.75,21.4663
0.0,-0.017453292519943295,0.75,20.3305
0.0,0.0,0.75,207.4769
0.0,0.017453292519943295,0.75,20.3305
0.0,0.03490658503988659,0.75,21.4663
0.017453292519943295,-0.03490658503988659,0.75,106.5837643036713
0.017453292519943295,-0.017453292519943295,0.75,151.57011162138184
0.017453292519943295,0.0,0.75,210.35785659918366
0.017453292519943295,0.017453292519943295,0.75,151.57001163661232
0.017453292519943295,0.03490658503988659,0.75,106.5837643036713
0.03490658503988659,-0.03490658503988659,0.75,149.75651676899207
0.03490658503988659,-0.017453292519943295,0.75,184.67663141219708
0.03490658503988659,0.0,0.75,212.08672374668444
0.03490658503988659,0.017453292519943295,0.75,184.67663141219708
0.03490658503988659,0.03490658503988659,0.75,149.75651676899207
-0.03490658503988659,-0.03490658503988659,1,-108.7219291679188
-0.03490658503988659,-0.017453292519943295,1,-146.96102074765426
-0.03490658503988659,0.0,1,207.94694712392322
-0.03490658503988659,0.017453292519943295,1,-146.96102074765426
-0.03490658503988659,0.03490658503988659,1,-108.7219291679188
-0.017453292519943295,-0.03490658503988659,1,-63.242466398801575
-0.017453292519943295,-0.017453292519943295,1,-112.62874348381733
-0.017453292519943295,0.0,1,211.13363842585548
-0.017453292519943295,0.017453292519943295,1,-112.62874348381733
-0.017453292519943295,0.03490658503988659,1,-63.24236641403206
0.0,-0.03490658503988659,1,23.9237
0.0,-0.017453292519943295,1,22.5673
0.0,0.0,1,214.3071
0.0,0.017453292519943295,1,22.5673
0.0,0.03490658503988659,1,23.9237
0.017453292519943295,-0.03490658503988659,1,111.0825790080275
0.017453292519943295,-0.017453292519943295,1,157.7565692503925
0.017453292519943295,0.0,1,216.60300528789998
0.017453292519943295,0.017453292519943295,1,157.7565692503925
0.017453292519943295,0.03490658503988659,1,111.0825790080275
0.03490658503988659,-0.03490658503988659,1,156.5401818246323
0.03490658503988659,-0.017453292519943295,1,192.06822590791305
0.03490658503988659,0.0,1,217.9689382763534
0.03490658503988659,0.017453292519943295,1,192.06822590791305
0.03490658503988659,0.03490658503988659,1,156.5401818246323
