alpha,beta,mach,CL0 [-]
0.03490658503988659,-0.008726646259971648,0.3,0.5731978513998549
0.03490658503988659,0.0,0.3,0.5711990697458168
0.03490658503988659,0.008726646259971648,0.3,0.5731978513998549
0.03490658503988659,0.017453292519943295,0.3,0.5783946837003542
0.03490658503988659,0.026179938779914945,0.3,0.586389810316507
0.03490658503988659,0.03490658503988659,0.3,0.5961873303709643
-0.03490658503988659,-0.03490658503988659,0.4,-0.601068165132742
-0.03490658503988659,-0.026179938779914945,0.4,-0.5912741350279548
-0.03490658503988659,-0.017453292519943295,0.4,-0.5833754575448338
-0.03490658503988659,-0.008726646259971648,0.4,-0.5781786252443344
-0.03490658503988659,0.0,0.4,-0.5762797826729983
-0.03490658503988659,0.008726646259971648,0.4,-0.5781786252443344
-0.03490658503988659,0.017453292519943295,0.4,-0.5833754575448338
-0.03490658503988659,0.026179938779914945,0.4,-0.5912741350279548
-0.03490658503988659,0.03490658503988659,0.4,-0.601068165132742
-0.026179938779914945,-0.03490658503988659,0.4,-0.4487991506053274
-0.026179938779914945,-0.026179938779914945,0.4,-0.4403994113807018
-0.026179938779914945,-0.017453292519943295,0.4,-0.4335017758383706
-0.026179938779914945,-0.008726646259971648,0.4,-0.42900331787598056
-0.026179938779914945,0.0,0.4,-0.42740386615601966
-0.026179938779914945,0.008726646259971648,0.4,-0.42900331787598056
-0.026179938779914945,0.017453292519943295,0.4,-0.4335017758383706
-0.026179938779914945,0.026179938779914945,0.4,-0.4403994113807018
-0.026179938779914945,0.03490658503988659,0.4,-0.4487991506053274
-0.017453292519943295,-0.03490658503988659,0.4,-0.2981224999494466
-0.017453292519943295,-0.026179938779914945,0.4,-0.2918234594699614
-0.017453292519943295,-0.017453292519943295,0.4,-0.28672423622466375
-0.017453292519943295,-0.008726646259971648,0.4,-0.28342473883064767
-0.017453292519943295,0.0,0.4,-0.2822266668371038
-0.017453292519943295,0.008726646259971648,0.4,-0.28342473883064767
-0.017453292519943295,0.017453292519943295,0.4,-0.28672423622466375
-0.017453292519943295,0.026179938779914945,0.4,-0.2918234594699614
-0.017453292519943295,0.03490658503988659,0.4,-0.2981224999494466
-0.008726646259971648,-0.03490658503988659,0.4,-0.14867859298147215
-0.008726646259971648,-0.026179938779914945,0.4,-0.14527872244305395
-0.008726646259971648,-0.017453292519943295,0.4,-0.1425788252507807
-0.008726646259971648,-0.008726646259971648,0.4,-0.14077976644281504
-0.008726646259971648,0.0,0.4,-0.13997979690436368
-0.008726646259971648,0.008726646259971648,0.4,-0.14077976644281504
-0.008726646259971648,0.017453292519943295,0.4,-0.1425788252507807
-0.008726646259971648,0.026179938779914945,0.4,-0.14527872244305395
-0.008726646259971648,0.03490658503988659,0.4,-0.14867859298147215
0.0,-0.03490658503988659,0.4,-0.0
0.0,-0.026179938779914945,0.4,-0.0
0.0,-0.017453292519943295,0.4,-0.0
0.0,-0.008726646259971648,0.4,-0.0
0.0,0.0,0.4,-0.0
0.0,0.008726646259971648,0.4,-0.0
0.0,0.017453292519943295,0.4,-0.0
0.0,0.026179938779914945,0.4,-0.0
0.0,0.03490658503988659,0.4,-0.0
0.008726646259971648,-0.03490658503988659,0.4,0.14867859298147215
0.008726646259971648,-0.026179938779914945,0.4,0.14527872244305395
0.008726646259971648,-0.017453292519943295,0.4,0.1425788252507807
0.008726646259971648,-0.008726646259971648,0.4,0.14077976644281504
0.008726646259971648,0.0,0.4,0.13997979690436368
0.008726646259971648,0.008726646259971648,0.4,0.14077976644281504
0.008726646259971648,0.017453292519943295,0.4,0.1425788252507807
0.008726646259971648,0.026179938779914945,0.4,0.14527872244305395
0.008726646259971648,0.03490658503988659,0.4,0.14867859298147215
0.017453292519943295,-0.03490658503988659,0.4,0.2981224999494466
0.017453292519943295,-0.026179938779914945,0.4,0.2918234594699614
0.017453292519943295,-0.017453292519943295,0.4,0.28672423622466375
0.017453292519943295,-0.008726646259971648,0.4,0.28342473883064767
0.017453292519943295,0.0,0.4,0.2822266668371038
0.017453292519943295,0.008726646259971648,0.4,0.28342473883064767
0.017453292519943295,0.017453292519943295,0.4,0.28672423622466375
0.017453292519943295,0.026179938779914945,0.4,0.2918234594699614
0.017453292519943295,0.03490658503988659,0.4,0.2981224999494466
0.026179938779914945,-0.03490658503988659,0.4,0.4487991506053274
0.026179938779914945,-0.026179938779914945,0.4,0.4403994113807018
0.026179938779914945,-0.017453292519943295,0.4,0.4335017758383706
0.026179938779914945,-0.008726646259971648,0.4,0.42900331787598056
0.026179938779914945,0.0,0.4,0.42740386615601966
0.026179938779914945,0.008726646259971648,0.4,0.42900331787598056
0.026179938779914945,0.017453292519943295,0.4,0.4335017758383706
0.026179938779914945,0.026179938779914945,0.4,0.4403994113807018
0.026179938779914945,0.03490658503988659,0.4,0.4487991506053274
0.03490658503988659,-0.03490658503988659,0.4,0.601068165132742
0.03490658503988659,-0.026179938779914945,0.4,0.5912741350279548
0.03490658503988659,-0.017453292519943295,0.4,0.5833754575448338
0.03490658503988659,-0.008726646259971648,0.4,0.5781786252443344
0.03490658503988659,0.0,0.4,0.5762797826729983
0.03490658503988659,0.008726646259971648,0.4,0.5781786252443344
0.03490658503988659,0.017453292519943295,0.4,0.5833754575448338
0.03490658503988659,0.026179938779914945,0.4,0.5912741350279548
0.03490658503988659,0.03490658503988659,0.4,0.601068165132742
-0.03490658503988659,-0.03490658503988659,0.5,-0.607658434149463
-0.03490658503988659,-0.026179938779914945,0.5,-0.5978609140950055
-0.03490658503988659,-0.017453292519943295,0.5,-0.5900656656442566
-0.03490658503988659,-0.008726646259971648,0.5,-0.5848688333437573
-0.03490658503988659,0.0,0.5,-0.582969990772421
-0.03490658503988659,0.008726646259971648,0.5,-0.5848688333437573
-0.03490658503988659,0.017453292519943295,0.5,-0.5900656656442566
-0.03490658503988659,0.026179938779914945,0.5,-0.5978609140950055
-0.03490658503988659,0.03490658503988659,0.5,-0.607658434149463
-0.026179938779914945,-0.03490658503988659,0.5,-0.4536655658308105
-0.026179938779914945,-0.026179938779914945,0.5,-0.44536841003351335
-0.026179938779914945,-0.017453292519943295,0.5,-0.4385707402236796
-0.026179938779914945,-0.008726646259971648,0.5,-0.4340722822612896
-0.026179938779914945,0.0,0.5,-0.4324728305413286
-0.026179938779914945,0.008726646259971648,0.5,-0.4340722822612896
-0.026179938779914945,0.017453292519943295,0.5,-0.4385707402236796
-0.026179938779914945,0.026179938779914945,0.5,-0.44536841003351335
-0.026179938779914945,0.03490658503988659,0.5,-0.4536655658308105
-0.017453292519943295,-0.03490658503988659,0.5,-0.3013691340713277
-0.017453292519943295,-0.026179938779914945,0.5,-0.29517007836135806
-0.017453292519943295,-0.017453292519943295,0.5,-0.2900708551160605
-0.017453292519943295,-0.008726646259971648,0.5,-0.2867713577220444
-0.017453292519943295,0.0,0.5,-0.2856715252573723
-0.017453292519943295,0.008726646259971648,0.5,-0.2867713577220444
-0.017453292519943295,0.017453292519943295,0.5,-0.2900708551160605
-0.017453292519943295,0.026179938779914945,0.5,-0.29517007836135806
-0.017453292519943295,0.03490658503988659,0.5,-0.3013691340713277
-0.008726646259971648,-0.03490658503988659,0.5,-0.15030209370422046
-0.008726646259971648,-0.026179938779914945,0.5,-0.14690222316580226
-0.008726646259971648,-0.017453292519943295,0.5,-0.14420232597352903
-0.008726646259971648,-0.008726646259971648,0.5,-0.1424023945120135
-0.008726646259971648,0.0,0.5,-0.14170329381941843
-0.008726646259971648,0.008726646259971648,0.5,-0.1424023945120135
-0.008726646259971648,0.017453292519943295,0.5,-0.14420232597352903
-0.008726646259971648,0.026179938779914945,0.5,-0.14690222316580226
-0.008726646259971648,0.03490658503988659,0.5,-0.15030209370422046
0.0,-0.03490658503988659,0.5,-0.0
0.0,-0.026179938779914945,0.5,-0.0
0.0,-0.017453292519943295,0.5,-0.0
0.0,-0.008726646259971648,0.5,-0.0
0.0,0.0,0.5,-0.0
0.0,0.008726646259971648,0.5,-0.0
0.0,0.017453292519943295,0.5,-0.0
0.0,0.026179938779914945,0.5,-0.0
0.0,0.03490658503988659,0.5,-0.0
0.008726646259971648,-0.03490658503988659,0.5,0.15030209370422046
0.008726646259971648,-0.026179938779914945,0.5,0.14690222316580226
