alpha,beta,mach,Cl_r [1/rad]
-0.017453292519943295,-0.03490658503988659,0.75,-0.0584
-0.017453292519943295,-0.017453292519943295,0.75,0.0
-0.017453292519943295,0.0,0.75,0.0029
-0.017453292519943295,0.017453292519943295,0.75,0.0
-0.017453292519943295,0.03490658503988659,0.75,0.0633
0.0,-0.03490658503988659,0.75,0.0578
0.0,-0.017453292519943295,0.75,-0.0029
0.0,0.0,0.75,-0.0
0.0,0.017453292519943295,0.75,-0.0029
0.0,0.03490658503988659,0.75,0.0578
0.017453292519943295,-0.03490658503988659,0.75,0.0633
0.017453292519943295,-0.017453292519943295,0.75,0.0
0.017453292519943295,0.0,0.75,-0.0029
0.017453292519943295,0.017453292519943295,0.75,0.0
0.017453292519943295,0.03490658503988659,0.75,-0.0584
0.03490658503988659,-0.03490658503988659,0.75,0.0
0.03490658503988659,-0.017453292519943295,0.75,-0.0584
0.03490658503988659,0.0,0.75,0.0578
0.03490658503988659,0.017453292519943295,0.75,0.0633
0.03490658503988659,0.03490658503988659,0.75,0.0
-0.03490658503988659,-0.03490658503988659,1,0.0
-0.03490658503988659,-0.017453292519943295,1,0.0397
-0.03490658503988659,0.0,1,-0.0267
-0.03490658503988659,0.017453292519943295,1,-0.0394
-0.03490658503988659,0.03490658503988659,1,0.0
-0.017453292519943295,-0.03490658503988659,1,-0.0394
-0.017453292519943295,-0.017453292519943295,1,0.0
-0.017453292519943295,0.0,1,0.0188
-0.017453292519943295,0.017453292519943295,1,0.0
-0.017453292519943295,0.03490658503988659,1,0.0397
0.0,-0.03490658503988659,1,0.0267
0.0,-0.017453292519943295,1,-0.0188
0.0,0.0,1,-0.0
0.0,0.017453292519943295,1,-0.0188
0.0,0.03490658503988659,1,0.0267
0.017453292519943295,-0.03490658503988659,1,0.0397
0.017453292519943295,-0.017453292519943295,1,0.0
0.017453292519943295,0.0,1,-0.0188
0.017453292519943295,0.017453292519943295,1,0.0
0.017453292519943295,0.03490658503988659,1,-0.0394
0.03490658503988659,-0.03490658503988659,1,0.0
0.03490658503988659,-0.017453292519943295,1,-0.0394
0.03490658503988659,0.0,1,0.0267
0.03490658503988659,0.017453292519943295,1,0.0397
0.03490658503988659,0.03490658503988659,1,0.0
