alpha,beta,mach,Cmp [1/rad]
-0.03490658503988659,0.03490658503988659,0.5,3.3927
-0.017453292519943295,-0.03490658503988659,0.5,1.6426
-0.017453292519943295,-0.017453292519943295,0.5,3.5422
-0.017453292519943295,0.0,0.5,4.3009
-0.017453292519943295,0.017453292519943295,0.5,3.5422
-0.017453292519943295,0.03490658503988659,0.5,1.6195
0.0,-0.03490658503988659,0.5,0.0171
0.0,-0.017453292519943295,0.5,0.0026
0.0,0.0,0.5,0.0
0.0,0.017453292519943295,0.5,-0.0026
0.0,0.03490658503988659,0.5,-0.0171
0.017453292519943295,-0.03490658503988659,0.5,-1.6195
0.017453292519943295,-0.017453292519943295,0.5,-3.5422
0.017453292519943295,0.0,0.5,-4.3009
0.017453292519943295,0.017453292519943295,0.5,-3.5422
0.017453292519943295,0.03490658503988659,0.5,-1.6426
0.03490658503988659,-0.03490658503988659,0.5,-3.3927
0.03490658503988659,-0.017453292519943295,0.5,-5.9238
0.03490658503988659,0.0,0.5,-7.0817
0.03490658503988659,0.017453292519943295,0.5,-5.9165
0.03490658503988659,0.03490658503988659,0.5,-3.3928
-0.03490658503988659,-0.03490658503988659,0.75,2.7538
-0.03490658503988659,-0.017453292519943295,0.75,4.9085
-0.03490658503988659,0.0,0.75,5.9006
-0.03490658503988659,0.017453292519943295,0.75,4.9143
-0.03490658503988659,0.03490658503988659,0.75,2.7538
-0.017453292519943295,-0.03490658503988659,0.75,1.3306
-0.017453292519943295,-0.017453292519943295,0.75,2.9513
-0.017453292519943295,0.0,0.75,3.6
-0.017453292519943295,0.017453292519943295,0.75,2.9513
-0.017453292519943295,0.03490658503988659,0.75,1.3116
0.0,-0.03490658503988659,0.75,0.0141
0.0,-0.017453292519943295,0.75,0.0022
0.0,0.0,0.75,0.0
0.0,0.017453292519943295,0.75,-0.0022
0.0,0.03490658503988659,0.75,-0.0141
0.017453292519943295,-0.03490658503988659,0.75,-1.3116
0.017453292519943295,-0.017453292519943295,0.75,-2.9513
0.017453292519943295,0.0,0.75,-3.6
0.017453292519943295,0.017453292519943295,0.75,-2.9513
0.017453292519943295,0.03490658503988659,0.75,-1.3306
0.03490658503988659,-0.03490658503988659,0.75,-2.7538
0.03490658503988659,-0.017453292519943295,0.75,-4.9143
0.03490658503988659,0.0,0.75,-5.9006
0.03490658503988659,0.017453292519943295,0.75,-4.9085
0.03490658503988659,0.03490658503988659,0.75,-2.7538
-0.03490658503988659,-0.03490658503988659,1,2.3081
-0.03490658503988659,-0.017453292519943295,1,4.2604
-0.03490658503988659,0.0,1,5.1616
-0.03490658503988659,0.017453292519943295,1,4.2653
-0.03490658503988659,0.03490658503988659,1,2.3081
-0.017453292519943295,-0.03490658503988659,1,1.1127
-0.017453292519943295,-0.017453292519943295,1,2.5816
-0.017453292519943295,0.0,1,3.1675
-0.017453292519943295,0.017453292519943295,1,2.5816
-0.017453292519943295,0.03490658503988659,1,1.0961
0.0,-0.03490658503988659,1,0.0124
0.0,-0.017453292519943295,1,0.0019
0.0,0.0,1,0.0
0.0,0.017453292519943295,1,-0.0019
0.0,0.03490658503988659,1,-0.0123
0.017453292519943295,-0.03490658503988659,1,-1.0961
0.017453292519943295,-0.017453292519943295,1,-2.5816
0.017453292519943295,0.0,1,-3.1674
0.017453292519943295,0.017453292519943295,1,-2.5816
0.017453292519943295,0.03490658503988659,1,-1.1127
0.03490658503988659,-0.03490658503988659,1,-2.3081
0.03490658503988659,-0.017453292519943295,1,-4.2653
0.03490658503988659,0.0,1,-5.1616
0.03490658503988659,0.017453292519943295,1,-4.2604
0.03490658503988659,0.03490658503988659,1,-2.3081
